GeneID	control1	control2	control3	treat1	treat2	treat3	logFC	type	pvalue	qvalue	function
FCN51_06940	33.565	5.833	25.029	77.482	67.124	85.142	1.834266641	up	6.17E-12	1.89E-11	polyisoprenoid-binding protein
FCN51_06945	268.644	456.988	168.262	4976.515	4897.139	4793.545	4.036341265	up	2.34E-44	6.31E-43	_
FCN51_06950	1157.236	1972.834	1465.797	103.87	109.121	97.919	-3.885755145	down	5.93E-37	9.86E-36	alkyl hydroperoxide reductase
FCN51_06955	4968.58	8124.923	6094.215	586.985	551.282	553.347	-3.503708498	down	3.06E-31	3.34E-30	peroxiredoxin
FCN51_06975	134.544	118.923	105.922	289.824	294.068	275.995	1.258593822	up	2.31E-07	4.95E-07	prephenate/arogenate dehydrogenase family protein
FCN51_06985	224.031	197.711	168.469	32.716	37.649	44.687	-2.358914461	down	1.35E-15	5.20E-15	NAD-dependent epimerase/dehydratase family protein
FCN51_06990	183.549	169.148	125.536	56.974	54.05	58.967	-1.492238909	down	6.55E-07	1.35E-06	glycosyltransferase
FCN51_07000	754.869	930.838	447.392	112.024	112.419	112.522	-2.662269455	down	4.61E-19	2.26E-18	hpnD; presqualene diphosphate synthase HpnD
FCN51_07005	171.68	211.753	97.882	19.191	20.071	22.035	-2.973031398	down	6.62E-23	4.22E-22	hypothetical protein
FCN51_07020	76.059	90.904	58.022	633.846	639.782	608.687	3.064590418	up	2.14E-28	1.93E-27	hypothetical protein
FCN51_07025	244.4	345.344	168.033	967.592	968.894	945.679	1.927303463	up	2.60E-14	9.25E-14	efflux transporter outer membrane subunit
FCN51_07030	424.776	487.709	301.676	1463.163	1480.567	1391.783	1.836240406	up	3.60E-13	1.19E-12	HlyD family secretion protein
FCN51_07035	362.178	344.965	239.061	1049.202	1030.834	1084.365	1.741706062	up	5.09E-12	1.57E-11	DUF1656 domain-containing protein
FCN51_07040	396.378	367.096	441.88	1832.071	1929.315	2048.983	2.269170029	up	9.77E-18	4.38E-17	MarR family transcriptional regulator
FCN51_07080	135.514	159.898	107.363	661.377	691.654	652.957	2.316258344	up	6.40E-18	2.92E-17	_
FCN51_07110	44.332	19.221	39.774	124.875	137.948	154.617	2.014320042	up	2.67E-14	9.49E-14	type 1 glutamine amidotransferase domain-containing protein
FCN51_07120	20.327	25.065	18.211	105.732	100.755	100.085	2.269005288	up	1.37E-17	6.09E-17	alpha/beta hydrolase
FCN51_07125	81.879	81.098	87.581	306.935	313.794	294.586	1.869111176	up	5.24E-13	1.72E-12	MobC family plasmid mobilization relaxosome protein
FCN51_07135	5.628	4.848	3.796	76.956	87.684	73.724	4.061621869	up	1.31E-38	2.40E-37	hypothetical protein
FCN51_07145	2.561	1.548	3.012	6.457	7.407	7.733	1.600271891	up	2.14E-07	4.58E-07	urtE; urea ABC transporter ATP-binding subunit UrtE
FCN51_07150	9.667	5.647	10.713	37.186	40.504	45.54	2.243141424	up	7.07E-16	2.77E-15	urtD; urea ABC transporter ATP-binding protein UrtD
FCN51_07155	6.91	4.675	6.715	36.698	32.88	38.405	2.560692243	up	5.48E-20	2.84E-19	urtC; urea ABC transporter permease subunit UrtC
FCN51_07160	3.433	2.155	4.385	28.813	36.979	35.404	3.342589759	up	1.02E-28	9.45E-28	urtB; urea ABC transporter permease subunit UrtB
FCN51_07165	1.813	0.365	0.732	11.578	12.319	12.951	3.661126163	up	2.92E-29	2.78E-28	urtA; urea ABC transporter substrate-binding protein
FCN51_07170	7.415	2.04	7.002	51.175	50.689	51.459	3.219566119	up	9.44E-30	9.30E-29	response regulator
FCN51_07175	11.016	7.277	10.021	39.767	39.698	39.629	2.072396738	up	1.93E-14	6.92E-14	response regulator transcription factor
FCN51_07180	4.371	2.092	3.906	9.009	12.613	12.786	1.730175707	up	8.61E-10	2.21E-09	formamidase
FCN51_07185	4.852	1.1	4.348	59.034	69.16	65.074	4.229488796	up	9.83E-43	2.26E-41	porin
FCN51_07190	4.051	0.787	4.805	25.678	29.296	29.759	3.134972312	up	2.48E-22	1.53E-21	hypothetical protein
FCN51_07200	68.414	72.982	75.987	193.014	202.142	223.697	1.50934472	up	1.79E-09	4.46E-09	hypothetical protein
FCN51_07210	11.244	11.581	7.335	41.712	44.776	54.575	2.225518478	up	4.58E-17	1.95E-16	hypothetical protein
FCN51_07230	49.227	88.076	30.396	18.838	15.675	17.112	-1.699674278	down	3.51E-08	7.95E-08	efflux RND transporter periplasmic adaptor subunit
FCN51_07235	7.328	5.989	7.886	13.424	19.984	18.719	1.297641343	up	5.49E-07	1.14E-06	eat; ethanolamine permease
FCN51_07240	2.024	1.977	1.293	17.897	21.295	21.545	3.519399495	up	1.33E-28	1.21E-27	ethanolamine ammonia-lyase subunit EutC
FCN51_07245	2.996	4.156	4.755	60.38	58.629	65.705	3.955071329	up	9.91E-40	1.89E-38	ethanolamine ammonia-lyase subunit EutB
FCN51_07255	41.036	36.465	53.508	115.956	126.73	134.511	1.525630715	up	2.40E-09	5.91E-09	sulfate ABC transporter substrate-binding protein
FCN51_07260	24.95	18.168	29.014	119.99	131.704	148.332	2.47133326	up	5.55E-20	2.87E-19	porin
FCN51_07295	851.228	660.225	698.022	147.313	141.764	153.871	-2.318486547	down	2.35E-15	8.99E-15	polymer-forming cytoskeletal protein
FCN51_07305	126.45	156.268	102.226	51.99	45.792	53.176	-1.350483943	down	8.67E-06	1.62E-05	rnd; ribonuclease D
FCN51_07320	848.49	1482.006	435.994	419.107	412.235	392.604	-1.176514829	down	0.000219798	0.000360791	atpD; F0F1 ATP synthase subunit beta
FCN51_07325	1017.527	1765.466	545.008	353.328	327.658	342.775	-1.700773987	down	2.18E-08	4.99E-08	F0F1 ATP synthase subunit gamma
FCN51_07330	934.176	1758.711	537.442	457.098	455.26	456.602	-1.238598992	down	8.41E-05	0.000143233	F0F1 ATP synthase subunit alpha
FCN51_07340	4.462	2.891	1.985	21.33	13.412	21.854	2.599127653	up	7.43E-13	2.42E-12	hypothetical protein
FCN51_07345	46.313	55.502	53.212	108.282	108.742	123.532	1.135357339	up	2.45E-05	4.38E-05	_
FCN51_07365	824.908	840.232	722.584	80.482	91.543	85.791	-3.211207404	down	5.75E-27	4.72E-26	NAD-dependent malic enzyme
FCN51_07370	40.679	41.435	36.641	15.98	13.888	17.883	-1.314331215	down	1.38E-05	2.52E-05	S9 family peptidase
FCN51_07380	178.387	65.365	177.376	542.615	604.663	619.449	2.068740594	up	5.14E-15	1.92E-14	SDR family NAD(P)-dependent oxidoreductase
FCN51_07385	25.533	32.228	17.412	71.407	78.448	78.789	1.604777931	up	1.04E-10	2.92E-10	RNA helicase
FCN51_07390	27.977	40.701	21.775	15.263	17.627	12.131	-1.006521967	down	0.005914272	0.008533625	hypothetical protein
FCN51_07395	709.019	1095.68	410.801	89.925	91.504	98.904	-2.982405352	down	3.97E-23	2.59E-22	ferredoxin--NADP reductase
FCN51_07400	263.536	327.849	179.084	56.68	56.985	54.67	-2.194381646	down	1.51E-13	5.15E-13	gorA; glutathione-disulfide reductase
FCN51_07405	258.788	275.354	182.39	67.442	68.148	70.154	-1.800165782	down	1.34E-09	3.39E-09	dihydroorotase
FCN51_07420	173.204	98.979	161.419	296.158	298.581	293.151	1.034004435	up	1.96E-05	3.54E-05	polysaccharide biosynthesis protein
FCN51_07425	66.997	58.332	58.305	8.109	13.338	14.604	-2.348625536	down	4.17E-15	1.58E-14	UDP-phosphate alpha-N-acetylglucosaminephosphotransferase
FCN51_07430	1024.381	407.261	1338.981	2839.448	2836.412	2976.061	1.642809014	up	2.61E-10	7.06E-10	hypothetical protein
FCN51_07445	80.276	103.672	65.939	35.764	31.827	37.45	-1.25029941	down	4.29E-05	7.51E-05	DNA helicase
FCN51_07450	1536.064	1989.062	1062.707	221.91	218.935	261.466	-2.707625721	down	1.03E-19	5.24E-19	ferredoxin family protein
FCN51_07460	7323.411	11219.685	5649.587	1503.109	1329.075	1235.775	-2.572192846	down	4.97E-18	2.29E-17	cyoD; cytochrome o ubiquinol oxidase subunit IV
FCN51_07465	6003.05	9122.251	4567.317	818.914	754.766	766.111	-3.073201717	down	1.19E-24	8.43E-24	cyoC; cytochrome o ubiquinol oxidase subunit III
FCN51_07470	11550.878	18742.424	9397.662	1355.764	1267.636	1250.707	-3.356873889	down	1.02E-28	9.46E-28	cyoB; cytochrome o ubiquinol oxidase subunit I
FCN51_07475	12500.901	21310.631	10672.118	1908.751	1815.64	1693.23	-3.037543093	down	3.49E-24	2.40E-23	cyoA; ubiquinol oxidase subunit II
FCN51_07480	4579.049	6623.207	5506.545	1485.463	1492.154	1438.609	-1.919721581	down	5.05E-11	1.45E-10	Bax inhibitor-1/YccA family protein
FCN51_07490	8470.195	5617.652	8194.155	2709.05	2745.636	2696.455	-1.450804598	down	6.17E-07	1.28E-06	"PQQ-dependent dehydrogenase, methanol/ethanol family"
FCN51_07495	8324.575	5585.532	7167.886	698.449	670.295	663.435	-3.374636189	down	1.31E-29	1.28E-28	c-type cytochrome
FCN51_07500	57.359	123.079	70.863	25.579	29.404	29.888	-1.566039058	down	2.52E-07	5.37E-07	uracil-DNA glycosylase family protein
FCN51_07505	34.472	36.83	25.973	65.4	66.809	74.93	1.09043463	up	4.82E-06	9.20E-06	glycerate kinase
FCN51_07515	146.697	251.94	94.196	56.687	59.674	53.601	-1.535869954	down	6.32E-07	1.31E-06	adenine phosphoribosyltransferase
FCN51_07525	412.089	297.648	258.089	132.267	133.553	139.845	-1.254452665	down	3.33E-05	5.90E-05	multidrug effflux MFS transporter
FCN51_07535	185.64	209.57	141.37	51.77	47.09	44.958	-1.899527002	down	1.64E-10	4.53E-10	heme A synthase
FCN51_07540	291.142	481.015	184.86	126.884	129.662	136.098	-1.2853162	down	3.50E-05	6.18E-05	2-isopropylmalate synthase
FCN51_07560	42.513	49.661	40.628	130.432	128.15	128.495	1.543322303	up	6.56E-10	1.71E-09	mrdA; penicillin-binding protein 2
FCN51_07565	40.276	52.03	33.415	123.439	113.223	114.802	1.48312916	up	2.00E-09	4.98E-09	rodA; rod shape-determining protein RodA
FCN51_07570	488.505	487.603	446.537	66.448	65.553	78.828	-2.754412985	down	1.03E-20	5.67E-20	hypothetical protein
FCN51_07575	400.783	417.081	422.252	16.958	21.532	18.35	-4.447352058	down	2.21E-44	6.03E-43	biopolymer transporter ExbD
FCN51_07580	78.103	92.503	77.12	10.175	24.524	19.624	-2.189048034	down	7.98E-13	2.60E-12	biopolymer transporter ExbD
FCN51_07585	1289.082	1324.552	1271.364	215.182	224.147	230.599	-2.535830553	down	5.06E-18	2.33E-17	MotA/TolQ/ExbB proton channel family protein
FCN51_07590	500.534	469.915	495.552	43.447	50.213	53.35	-3.3178734	down	1.63E-28	1.48E-27	energy transducer TonB
FCN51_07595	211.172	386.257	167.753	82.74	73.645	71.488	-1.747559605	down	6.49E-09	1.54E-08	peptide chain release factor 2
FCN51_07610	147.379	188.026	110.431	38.277	40.946	41.797	-1.88124157	down	3.37E-10	9.04E-10	ribonuclease PH
FCN51_07615	164.016	159.845	120.459	41.845	44.258	38.214	-1.837550414	down	7.88E-10	2.03E-09	rdgB; RdgB/HAM1 family non-canonical purine NTP pyrophosphatase
FCN51_07620	70.611	29.896	105.693	16.726	14.984	16.07	-2.109495983	down	2.80E-13	9.37E-13	gluconolactonase
FCN51_07625	8.555	4.178	11.609	18.189	19.901	17.725	1.197104932	up	0.000174616	0.000289287	hypothetical protein
FCN51_07630	1549.26	1997.611	1458.861	616.539	607.804	615.913	-1.443673091	down	1.26E-06	2.54E-06	30S ribosomal protein S1
FCN51_07650	51.457	41.971	41.393	157.245	146.526	156.196	1.770462436	up	8.03E-12	2.43E-11	folB; dihydroneopterin aldolase
FCN51_07655	65.861	58.897	45.671	126.934	105.283	128.531	1.081807155	up	5.59E-06	1.06E-05	SDR family oxidoreductase
FCN51_07670	151.394	100.796	125.18	565.246	589.305	583.335	2.203272828	up	5.02E-17	2.13E-16	DNA polymerase III subunit gamma/tau
FCN51_07685	51.866	37.699	35.55	115.629	119.565	116.753	1.492081129	up	2.19E-09	5.42E-09	sugar MFS transporter
FCN51_07690	24.835	15.082	20.825	87.741	102.045	102.349	2.265812461	up	1.90E-17	8.35E-17	nagA; N-acetylglucosamine-6-phosphate deacetylase
FCN51_07695	163.77	215.651	117.205	65.655	67.507	64.116	-1.33191649	down	1.28E-05	2.36E-05	mdoH; glucans biosynthesis glucosyltransferase MdoH
FCN51_07700	242.661	317.42	195.835	106.031	105.209	104.271	-1.26052763	down	3.60E-05	6.35E-05	glucan biosynthesis protein
FCN51_07710	20.996	23.153	28.475	108.296	106.665	111.299	2.167457494	up	9.15E-16	3.57E-15	GNAT family N-acetyltransferase
FCN51_07725	111.121	152.803	87.571	19.65	22.704	21.993	-2.449504427	down	4.03E-16	1.60E-15	DsbA family protein
FCN51_07730	675.539	918.579	457.393	220.128	218.522	223.643	-1.631140949	down	5.56E-08	1.24E-07	hemA; 5-aminolevulinate synthase
FCN51_07735	270.717	256.681	262.031	116.469	111.004	127.553	-1.152878127	down	0.000136016	0.000227978	hypothetical protein
FCN51_07745	3297.38	4051.139	2311.216	266.311	242.431	249.179	-3.671858963	down	1.92E-33	2.47E-32	gap; type I glyceraldehyde-3-phosphate dehydrogenase
FCN51_07750	2256.599	2715.232	1636.852	161.624	160.15	162.715	-3.769818701	down	5.44E-35	7.96E-34	phosphoglycerate kinase
FCN51_07755	7.53	5.463	5.541	44.615	39.785	48.109	2.837643329	up	1.47E-23	9.81E-23	DMT family transporter
FCN51_07765	4193.018	634.123	5793.988	147.59	146.962	141.438	-4.606488754	down	4.51E-50	1.85E-48	succinate dehydrogenase iron-sulfur subunit
FCN51_07770	6610.609	883.862	8969.301	257.464	250.823	241.991	-4.455720337	down	1.25E-47	4.00E-46	succinate dehydrogenase flavoprotein subunit
FCN51_07775	10590.845	1192.081	14460.791	254.191	223.137	227.684	-5.218174471	down	2.05E-60	1.63E-58	"sdhD; succinate dehydrogenase, hydrophobic membrane anchor protein"
FCN51_07780	4238.549	529.491	5641.46	50.338	51.949	47.424	-6.119548242	down	7.32E-76	1.36E-73	"sdhC; succinate dehydrogenase, cytochrome b556 subunit"
FCN51_07785	240.493	229.277	203.011	66.491	77.402	77.786	-1.601651764	down	6.08E-08	1.35E-07	aspartate-semialdehyde dehydrogenase
FCN51_07795	314.048	1628.051	197.33	187.32	200.312	185.605	-1.900016637	down	8.10E-10	2.09E-09	NAD(P) transhydrogenase subunit alpha
FCN51_07800	646.749	3326.89	449.508	533.812	521.46	480.375	-1.526224729	down	1.22E-06	2.47E-06	NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta
FCN51_07810	3427.022	5791.319	4141.515	1920.19	1908.837	1920.285	-1.2164428	down	5.58E-05	9.67E-05	NAD-dependent succinate-semialdehyde dehydrogenase
FCN51_07825	215.095	233.367	173.447	55.189	53.646	72.3	-1.779621221	down	2.89E-09	7.03E-09	hypothetical protein
FCN51_07830	100.78	143.122	86.34	55.316	52.208	51.601	-1.053349006	down	0.000791923	0.001239164	exodeoxyribonuclease VII large subunit
FCN51_07850	156.983	174.786	126.618	66.42	78.17	78.022	-1.042024765	down	0.000848057	0.00131957	malonic semialdehyde reductase
FCN51_07855	204.873	252.676	244.759	119.026	114.751	112.995	-1.018110137	down	0.000872318	0.001355043	NifU family protein
FCN51_07860	9.705	16.166	6.988	58.634	55.99	53.469	2.354793203	up	8.04E-19	3.89E-18	DUF2075 domain-containing protein
FCN51_07865	193.352	299.94	194.786	80.464	92.921	94.945	-1.358553917	down	6.48E-06	1.22E-05	YncE family protein
FCN51_07875	133.081	226.811	143.957	52.953	55.893	59.891	-1.578198016	down	1.14E-07	2.49E-07	uvrA; excinuclease ABC subunit UvrA
FCN51_07880	465.63	743.608	516.421	59.54	79.296	74.617	-3.015139295	down	4.48E-24	3.07E-23	tetratricopeptide repeat protein
FCN51_07885	532.136	926.761	639.611	128.306	131.034	134.129	-2.415033145	down	2.49E-16	1.01E-15	peptidase
FCN51_07890	567.251	942.933	538.133	121.581	110.754	99.1	-2.627630194	down	1.90E-18	9.01E-18	Trm112 family protein
FCN51_07895	111.014	155.749	102.405	27.147	24.12	22.072	-2.331577714	down	2.35E-14	8.38E-14	hypothetical protein
FCN51_07900	94.154	86.81	95.266	45.657	41.395	48.632	-1.025603176	down	0.000772127	0.00120955	multidrug effflux MFS transporter
FCN51_07905	6864.364	6624.679	7881.575	1138.524	1198.507	1266.139	-2.568289004	down	1.26E-18	6.07E-18	periplasmic heavy metal sensor
FCN51_07910	18.105	22.894	24.346	2.226	6.37	5.932	-2.169009092	down	6.81E-11	1.93E-10	YaiI/YqxD family protein
FCN51_07915	241.579	219.086	153.763	3631.549	3680.417	3468.449	4.133018302	up	9.64E-45	2.73E-43	_
FCN51_07925	205.7	229.202	157.953	64.301	68.399	70.767	-1.542870499	down	2.51E-07	5.35E-07	uroporphyrinogen decarboxylase
FCN51_07955	23.844	14.416	14.847	78.625	79.424	75.903	2.139175627	up	1.13E-11	3.37E-11	_
FCN51_07960	305.448	354.011	339.582	1082.415	1019.279	960.246	1.615827303	up	1.49E-10	4.15E-10	hypothetical protein
FCN51_07970	27.639	31.749	16.117	4.595	5.192	6.123	-2.246423659	down	2.84E-11	8.31E-11	methylated-DNA--[protein]-cysteine S-methyltransferase
FCN51_07975	41.627	24.584	34.902	104.539	112.005	109.469	1.688931471	up	4.37E-11	1.26E-10	mnmE; tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE
FCN51_08000	181.989	185.493	106.965	681.794	794.106	851.831	2.294598243	up	8.05E-18	3.63E-17	_
FCN51_08005	108.216	16.198	93.767	1063.538	1094.108	1149.777	3.922091664	up	4.67E-41	9.69E-40	glutathione S-transferase
FCN51_08010	49.891	65.355	57.528	401.287	411.385	389.036	2.798106899	up	9.83E-25	7.02E-24	hypothetical protein
FCN51_08020	187.577	285.237	168.183	17.431	19.285	22.637	-3.43285858	down	1.23E-29	1.21E-28	ubiM; 5-demethoxyubiquinol-8 5-hydroxylase UbiM
FCN51_08025	198.259	313.115	187.021	17.598	18.871	27.361	-3.45167507	down	3.07E-29	2.92E-28	nitroreductase
FCN51_08030	190.291	314.658	142.264	13.295	14.163	17.583	-3.844840421	down	1.73E-33	2.24E-32	histidine triad nucleotide-binding protein
FCN51_08035	65.561	115.852	42.924	8.187	11.469	5.512	-3.155852439	down	1.70E-22	1.06E-21	phosphoribosyl-ATP diphosphatase
FCN51_08040	120.195	188.006	99.23	29.792	35.833	29.895	-2.092646325	down	2.90E-12	9.09E-12	hisF; imidazole glycerol phosphate synthase subunit HisF
FCN51_08045	155.538	272.653	134.11	61.234	64.691	63.063	-1.573032777	down	1.85E-07	4.00E-07	hisA; 1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4- carboxamide isomerase
FCN51_08055	180.832	219.59	176.383	86.496	95.161	90.116	-1.085673114	down	0.000418746	0.000674215	hisB; imidazoleglycerol-phosphate dehydratase HisB
FCN51_08065	8.16	17.761	8.468	128.205	152.355	129.878	3.577029932	up	2.14E-26	1.71E-25	_
FCN51_08070	64.683	127.977	51.714	28.953	31.453	31.537	-1.410249791	down	4.30E-06	8.24E-06	glycosyltransferase
FCN51_08075	14051.373	19063.481	13874.798	3222.791	3091.226	3015.203	-2.332514342	down	2.00E-15	7.70E-15	hypothetical protein
FCN51_08110	391.62	465.35	366.538	155.101	170.728	159.157	-1.335003141	down	8.45E-06	1.58E-05	pyrroline-5-carboxylate reductase
FCN51_08115	215.482	262.11	196.997	74.637	87.376	87.343	-1.435790935	down	1.77E-06	3.52E-06	hypothetical protein
FCN51_08120	46.051	55.319	36.052	7.052	10.092	8.903	-2.399289202	down	3.94E-13	1.30E-12	accessory factor UbiK family protein
FCN51_08125	167.079	237.171	211.147	17.125	25.504	23.421	-3.219828451	down	7.14E-27	5.84E-26	J domain-containing protein
FCN51_08130	134.434	163.71	118.492	31.172	28.946	31.984	-2.177446509	down	5.89E-13	1.93E-12	hypothetical protein
FCN51_08135	85.989	111.003	71.017	14.898	11.541	13.931	-2.730834899	down	3.79E-19	1.87E-18	hypothetical protein
FCN51_08140	563.16	612.668	467.24	65.777	65.011	64.347	-3.073828171	down	6.26E-25	4.54E-24	mechanosensitive ion channel
FCN51_08155	386.617	657.216	293.384	62.885	71.579	74.576	-2.677365198	down	3.13E-19	1.55E-18	peptidylprolyl isomerase
FCN51_08160	304.406	357.759	207.743	78.16	84.807	87.432	-1.796621722	down	1.50E-09	3.76E-09	secA; preprotein translocase subunit SecA
FCN51_08165	197.798	270.996	143.28	20.893	21.244	25.576	-3.176144497	down	2.09E-25	1.57E-24	YebC/PmpR family DNA-binding transcriptional regulator
FCN51_08170	125.78	166.834	90.694	35.823	33.648	37.539	-1.840729334	down	1.37E-09	3.45E-09	ruvC; crossover junction endodeoxyribonuclease RuvC
FCN51_08190	1342.93	1086.815	976.915	418.845	403.107	403.669	-1.474842784	down	6.78E-07	1.40E-06	tolQ; protein TolQ
FCN51_08195	691.386	632.748	467.386	278.827	292.351	281.131	-1.071733016	down	0.000551984	0.000878558	tolR; protein TolR
FCN51_08200	175.95	145.802	134.456	55.821	66.1	74.781	-1.213667603	down	5.95E-05	0.000102707	energy transducer TonB
FCN51_08205	1504.398	1210.873	1369.317	220.85	224.843	227.149	-2.601845523	down	6.34E-19	3.09E-18	tolB; Tol-Pal system protein TolB
FCN51_08210	2523.01	1625.293	2196.969	437.6	442.832	445.544	-2.258624764	down	7.93E-15	2.92E-14	pal; peptidoglycan-associated lipoprotein Pal
FCN51_08215	330.56	352.889	295.553	98.691	120.336	110.288	-1.571834859	down	1.11E-07	2.44E-07	hypothetical protein
FCN51_08225	855.284	919.759	777.792	232.548	247.387	231.207	-1.843886334	down	3.20E-10	8.61E-10	ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein
FCN51_08240	419.056	261.55	377.185	133.887	133.092	116.875	-1.462417835	down	5.95E-07	1.24E-06	response regulator transcription factor
FCN51_08255	27.851	31.937	20.086	75.501	83.014	81.242	1.585738934	up	1.75E-10	4.80E-10	addA; double-strand break repair helicase AddA
FCN51_08260	59.141	52.956	48.556	16.881	27.561	15.582	-1.420291389	down	7.20E-06	1.35E-05	trxA; thioredoxin TrxA
FCN51_08275	16.32	37.001	11.855	199.431	178.106	203.808	3.156922909	up	1.22E-24	8.68E-24	_
FCN51_08280	52.835	72.454	37.823	26.573	26.038	27.38	-1.027925759	down	0.001325915	0.002035756	cysteine--tRNA ligase
